scenario_main_base,images_acquired,mission_urgency,exposure,rownum,pscore,sw,tmle_est,initial_likelihood_preds,likelihood_values,counterfactual_0,counterfactual_1,g_fit_pred,Q_fit_pred
0,1,0.4079,0,26,0.6957843781752013,1.4331939871618347,-0.5059695460753239,0.8503331647717981,0.8129183785833982,1,0,0.6951760970913679,0.851949446572636
1,0,0.8966000000000001,1,27,0.8040350437097683,0.7014619628987048,-0.22953895709880723,0.189925660396466,0.2271436012986618,0,1,0.8025842314605502,0.18918515954173798
1,0,0.28440000000000004,1,28,0.6636393109122354,0.8498592393882277,-0.32081464979956853,0.19079998681279603,0.23514452190684743,0,1,0.6633541976898434,0.19042335817480377
0,1,-0.24720000000000003,0,29,0.5108625914683728,0.8913650691916127,-0.32614746143668305,0.8488030935432206,0.8016619966264183,1,0,0.5122367687389316,0.8505048815007259
1,0,-0.6051,1,30,0.40497179749111734,1.392689573679191,-0.458617092259347,0.189925660396466,0.2355881415797189,0,1,0.4073783323341386,0.1893915259805823
1,0,-0.7442,1,31,0.3655845925802421,1.5427345994517196,-0.5097033242022856,0.189925660396466,0.238111892904039,0,1,0.3683030988109264,0.1893915259805823
0,1,-0.2639,0,32,0.5058681023984872,0.8823555049093541,-0.3366938685449401,0.8503331647717981,0.8059670688035792,1,0,0.5072953411708342,0.851949446572636
1,0,0.27890000000000004,1,33,0.6621688693552771,0.8517464745045179,-0.323428210782144,0.1929858028536211,0.23699392466114913,0,1,0.6618990112969932,0.19228065612440243
0,0,0.0932,0,34,0.6108259336584073,1.12032131045779,2.2853414354565924,0.786507336379706,0.7298318738800312,1,0,0.6111061241769116,0.7937541108185447
1,0,1.6458,1,35,0.9093767227601371,0.620205010623264,-0.22879275047451098,0.189925660396466,0.21033001288729605,0,1,0.9016132481856762,0.18918515954173798
1,0,-1.2135999999999998,1,36,0.24739480489159638,2.27975684552929,-0.7644464027870287,0.19866892455976629,0.24898235536159846,0,1,0.25065673255063137,0.1970270842178212
1,0,-1.6659,1,37,0.1607210648991506,3.5091853103007944,-1.2222328381748668,0.189925660396466,0.19967013372694611,0,1,0.1638054296348909,0.18918515954173798
0,1,-1.0485,0,38,0.28594404674439855,0.6105964077634833,-0.24677848715219652,0.8474916039187256,0.7909016213613909,1,0,0.2891076003202941,0.8490603164288159
0,0,-0.7154999999999999,0,39,0.3735838918106813,0.6960229698758479,1.3141252980550346,0.7941576925225937,0.7116420066159429,1,0,0.37624321073874367,0.7970559738400536
1,0,-0.5285,1,40,0.42723496652478576,1.3201166669191151,-0.4968064007840881,0.20063615899650883,0.25180901223158425,0,1,0.4294446025715186,0.19620161846244402
1,1,0.7323,1,41,0.7712332274866793,0.731296292611746,1.0226352265697973,0.2589974472865383,0.31484993538487277,0,1,0.7699832343132144,0.25955611518764266
0,0,-0.15550000000000003,0,42,0.5382224396293368,0.944177537882153,1.7932058863451825,0.7788569802368183,0.7103100418865549,1,0,0.5393014650244119,0.78199122380442
1,0,0.8898,1,43,0.8027512221843486,0.7025837948465679,-0.22687985998005367,0.189925660396466,0.22717481997841607,0,1,0.8013070853008093,0.18918515954173798
0,1,-2.2333000000000003,0,44,0.08873922775150744,0.47845799279188855,-0.19177936011575125,0.8488030935432206,0.8081665626431799,1,0,0.0910436051004853,0.8517430801337917
1,1,1.3016,1,45,0.8693820635275833,0.6487366414157746,0.9486199777969453,0.27058227230291115,0.3444593858865221,0,1,0.8649305703616109,0.26781077274141446
1,1,0.9277,1,46,0.8098257806634428,0.6964460918223025,0.9844132808539625,0.24347815339668027,0.2872012723371415,0,1,0.8083461901598216,0.2405704028139675
0,1,0.908,0,47,0.8061730882269127,2.249429638080517,-0.9187082088946444,0.8276006779472174,0.7459912364275221,1,0,0.8047113943362169,0.8315191691270508
0,1,-0.8499000000000001,0,48,0.33678682016791317,0.657405511920597,-0.23521783745524039,0.8269449331349699,0.7683882369676432,1,0,0.33969844881878053,0.8329637341989609
0,1,-0.7181,0,49,0.3728562770428203,0.6952154411179037,-0.28188673755763693,0.8481473487309731,0.7866528521189726,1,0,0.3755210729227212,0.848441217112283
0,0,-0.9079,0,50,0.3214710390574216,0.6425665300922907,1.2454063220574905,0.8103327312246993,0.7396727014847531,1,0,0.3244714313136559,0.8117079909979985
1,1,1.485,1,51,0.8922897072628999,0.6320817055371745,0.8804857926414684,0.28544582138052166,0.3752850466149917,0,1,0.8858949489163025,0.28060549194976075
1,1,-0.9181,1,52,0.31881579584174224,1.7690466010660442,2.4516589363237826,0.27080085390699365,0.3506373798018055,0,1,0.32183051011007274,0.2671916734248816
1,1,-0.8006000000000001,1,53,0.3500829013531835,1.6110469772158473,2.3145734511651552,0.24347815339668027,0.3121915435291592,0,1,0.35290940964094686,0.23809400554783594
0,1,0.1346,0,54,0.6225350963278002,1.1550742751401166,-0.4795762895937349,0.8332837996533626,0.7763190543210208,1,0,0.6226875265331194,0.8387419944866011
1,0,1.8022,1,55,0.9236015787431631,0.6106529189431347,-0.21561958169638218,0.189925660396466,0.2102643486108464,0,1,0.914761611983944,0.1893915259805823
1,0,-0.5471,1,56,0.4217981118315169,1.3371325858975969,-0.6113607757706222,0.22380580902925462,0.2743917836858769,0,1,0.42405705007256683,0.2236483548287353
1,0,-0.6396000000000001,1,57,0.3950656411607599,1.4276108606733973,-0.5024882197180697,0.2146253816577893,0.26571157156078995,0,1,0.3975552966495368,0.21271093356998766
0,1,0.43550000000000005,0,58,0.7027274189637512,1.4666673881599432,-0.5023157291712957,0.8503331647717981,0.8086347933629384,1,0,0.702052375636587,0.851949446572636
1,1,0.2665,1,59,0.6588421753314891,0.8560472008584296,1.182464529767368,0.2447896430211753,0.29287807195856636,0,1,0.6586069598647318,0.23376031033210576
0,1,0.4633000000000001,0,60,0.7096272235296845,1.5015181701944842,-0.7269802932363755,0.8147043633063494,0.7628575180092154,1,0,0.7088870914088502,0.8220263129402132
1,1,-1.0827,1,61,0.2776678776590572,2.031203626270822,2.8600172758444886,0.24850553029057793,0.31616998309389893,0,1,0.28085996769929233,0.2446977315908534
1,0,0.9395,1,62,0.8119882575269589,0.6945913253939815,-0.2515478068774343,0.189925660396466,0.2270410211746817,0,1,0.8104984935275901,0.1895978924194266
0,1,-0.41780000000000006,0,63,0.45991516846237523,0.8072805873083039,-0.31163378247070905,0.8503331647717981,0.8111734734509692,1,0,0.46181381444727915,0.851949446572636
0,1,-0.7443,0,64,0.3655568472123971,0.6872168106540555,-0.3035164376896916,0.8306608204043725,0.767393895813712,1,0,0.3682755547532661,0.8335828335154938
1,0,-0.43540000000000006,1,65,0.4546887013447601,1.2404090938084613,-0.5294103389378898,0.21047233118022168,0.25900244615916007,0,1,0.45663863824283957,0.2059008410881259
0,1,-1.3285,0,66,0.22272019207034088,0.5609305626519715,-0.22724642851531673,0.8280378411553824,0.7701598822158482,1,0,0.2259942666466893,0.8284236725443863
1,0,1.6512,1,67,0.909905608098889,0.619844514617723,-0.24205684084477297,0.189925660396466,0.21030792416591573,0,1,0.9021010201150172,0.18918515954173798
0,1,-0.6591,0,68,0.3895039596643799,0.7141733462518596,-0.2726958674595309,0.8472730223146431,0.783049568825102,1,0,0.39203897348630456,0.8502985150618817
0,0,0.2036,0,69,0.6417302044535664,1.2169599710045673,2.4236869551136895,0.7954691821470888,0.7350045314455528,1,0,0.6416757455621674,0.7943732101350777
0,1,-2.7165,0,70,0.05203019658994423,0.45993026194675424,-0.190611393997572,0.8501145831677156,0.8125066228145871,1,0,0.053563520027219036,0.851949446572636
1,0,1.059,1,71,0.8328244114331181,0.6772135785855182,-0.2627311469371061,0.189925660396466,0.22745647745159495,0,1,0.8312539479129558,0.1893915259805823
0,1,-1.2506,0,72,0.23925248895981066,0.5731205080169717,-0.15006894569998297,0.8498960015636331,0.7960336374909545,1,0,0.24252317194238088,0.8515367136949474
1,0,0.5987,1,73,0.7418342672776357,0.7602776319160244,-0.2961320443715344,0.1901442420005485,0.2313610119053,0,1,0.7408096388026609,0.18918515954173798
1,0,1.4608,1,74,0.8894839120550837,0.6340755491540275,-0.24180923970871515,0.19189289483320857,0.23797260198252926,0,1,0.8833209118870164,0.19124882393018094
0,1,-0.6457,0,75,0.3933228273137379,0.7186688730506656,-0.23113059870887953,0.8409341557962503,0.7761244807847378,1,0,0.39582679992400177,0.8451393540907743
1,1,0.3277,1,76,0.6751032839008125,0.8354277240974937,1.188842312561456,0.2423852453762677,0.3001600758988997,0,1,0.6747005330384334,0.23933220418090173
1,0,-0.0287,1,77,0.5756450564121074,0.9797704222725563,-0.35597550402803224,0.19101856841687853,0.23356714852405672,0,1,0.5763127436404606,0.19021699173595946
1,0,0.2171,1,78,0.6454352961723103,0.8738288769528808,-0.3539971141024051,0.23298623640071991,0.2912745964365865,0,1,0.6453413660153863,0.23066481374944134
0,0,-0.1637,0,79,0.5357827757879721,0.9392154734027278,1.7894144528859437,0.7906603868572737,0.7269423759411515,1,0,0.5368883780309085,0.7929286450631676
1,0,-0.113,1,80,0.5508351442473932,1.0238998108419424,-0.3982354144861465,0.189925660396466,0.23295434271580992,0,1,0.5517761727204181,0.1893915259805823
1,0,-0.7288,1,81,0.36986796868152527,1.5248684605225493,-0.5282038382268434,0.189925660396466,0.23734350575764024,0,1,0.3725550641199022,0.1893915259805823
1,1,1.4462,1,82,0.8877601945497876,0.6353067004609537,0.9043803819619411,0.22774027790273974,0.2856646125740619,0,1,0.881740487171862,0.22488655346180106
1,0,0.4524,1,83,0.7069332159876929,0.7978122787907291,-0.28317672441888575,0.189925660396466,0.23171568316501298,0,1,0.7062183426915161,0.18918515954173798
1,1,1.0168,1,84,0.8256860524215847,0.6830683385602702,0.9590500247718367,0.24282240858443274,0.2925217444050021,0,1,0.8241395412261807,0.23706217335361449
1,0,0.1248,1,85,0.6197757092829067,0.9100066226418579,-0.3152588886326205,0.189925660396466,0.23185729294206606,0,1,0.6199581590802773,0.18918515954173798
1,0,-0.3393,1,86,0.4833182894912845,1.1669328727320392,-0.4492454219035177,0.19801317974751875,0.24882513997051764,0,1,0.4849810329545845,0.20094804655586282
1,1,-0.0499,1,87,0.5694365674979873,0.9904527250122437,1.4004185926112567,0.26052751851511585,0.32012996595497334,0,1,0.5701727899111745,0.2539842213388467
1,0,0.4587,1,88,0.7084920921181156,0.7960568738514208,-0.296621478390506,0.2082865151393966,0.24999054896688477,0,1,0.7077625782510664,0.2059008410881259
1,0,0.1004,1,89,0.6128719573550769,0.9202574750426014,-0.278244424911262,0.19407871087403364,0.23666444225982927,0,1,0.6131297569719959,0.1924870225632467
1,0,0.5417000000000001,1,90,0.7285643759752597,0.7741251406164719,-0.2952823717310654,0.19145573162504353,0.23251444248395703,0,1,0.7276527885991934,0.19042335817480377
1,0,0.8157000000000001,1,91,0.7883487069958732,0.7154194520711662,-0.2638113926683917,0.20937942315980912,0.2487291173860712,0,1,0.7869863794474573,0.20424990957737155
1,1,-0.08600000000000001,1,92,0.558815104134255,1.0092783745954357,1.3689289447337143,0.2716751803233237,0.3362358561935205,0,1,0.5596684100763338,0.26863623849679164
0,1,-0.4792,0,93,0.4417277898410742,0.7809810197714875,-0.2900049069595748,0.8481473487309731,0.8074759395327891,1,0,0.44380246099977605,0.8486475835511273
1,0,1.2286,1,94,0.8591625373273004,0.656453203551568,-0.2523966608586897,0.189925660396466,0.22645238131622494,0,1,0.8556124630530771,0.18918515954173798
1,0,-0.583,1,95,0.4113590905296852,1.3710648749095764,-0.49882110254742307,0.19254863964545607,0.23835841644174532,0,1,0.4137105157566768,0.19001062529711518
1,0,1.1606,1,96,0.8490468844730448,0.6642742707312833,-0.258812944748154,0.1938601292699511,0.22950003968403987,0,1,0.8464077046445896,0.19228065612440243
1,0,1.8288,1,97,0.9258057658428752,0.6091990575220939,-0.22304048620892847,0.189925660396466,0.21076596053046562,0,1,0.9168047879004021,0.19001062529711518
1,0,1.3876,1,98,0.8806024422603695,0.6404706288938964,-0.21488728943277569,0.2026033934332514,0.2539558410134845,0,1,0.8751849444429651,0.20218624518892858
0,1,-0.3025,0,99,0.4943211920592979,0.8622073797704554,-0.3151486406342845,0.8466172775023955,0.801094309558818,1,0,0.495869911932423,0.8486475835511273
1,1,1.3532,1,100,0.876218284402512,0.6436752234457058,0.9072482002546738,0.27932553646621144,0.346576757376174,0,1,0.8711751435394772,0.2669853069860373
0,1,-0.172,0,101,0.533311614725168,0.9342422347692247,-0.39251015363392894,0.8345952892778576,0.7790044179126523,1,0,0.5344440928165763,0.8358528643427809
0,0,-0.0708,0,102,0.5632944505312977,0.9983843817199927,1.9245023806192996,0.7847586835470459,0.7195118971185441,1,0,0.5640984146273352,0.7865312854589944
0,1,-0.6224999999999999,0,103,0.3999653927664615,0.7266247558789641,-0.28171480595358356,0.8490216751473031,0.7852627527263754,1,0,0.4024143008120453,0.8500921486230374
0,0,2.0437000000000003,0,104,0.9415573133935513,7.460300429650181,12.261793189484258,0.7810427962776434,0.6909242945032189,1,0,0.931457717676503,0.7881822169697488
0,1,-0.8240000000000001,0,105,0.34374128306840523,0.6643721275635971,-0.22152148580534903,0.8477101855228081,0.7907753961012635,1,0,0.34660928891224735,0.8500921486230374
0,1,-0.6525,0,106,0.39138322713097096,0.7163785479402567,-0.24786022286011422,0.8470544407105606,0.7825695742303619,1,0,0.3939030226930246,0.8496794157453488
1,1,0.3834,1,107,0.6895452396140339,0.8179303801962193,1.109204248975927,0.26052751851511585,0.32215789304141695,0,1,0.6889979623484621,0.25604788572728965
1,0,0.9694,1,108,0.8173827280729512,0.6900072397292729,-0.22144856347638997,0.189925660396466,0.2266550998999238,0,1,0.8158689958117697,0.18918515954173798
1,0,-1.3199,1,109,0.22450443472661688,2.5121998177309637,-0.8435493113902327,0.190362823604631,0.21815272880809863,0,1,0.2277791096369875,0.1895978924194266
1,0,1.8267,1,110,0.9256339159686526,0.609312159234991,-0.22236393346248606,0.189925660396466,0.21055558170428368,0,1,0.9166454316255421,0.1893915259805823
0,1,0.6441,0,111,0.7520953901228139,1.758740994029913,-0.631738652775259,0.8470544407105606,0.7842623824014409,1,0,0.7509879078442759,0.8502985150618817
0,0,1.4331999999999998,0,112,0.8862055503884382,3.831469825534455,7.14350146864854,0.8166715977430921,0.742814715690566,1,0,0.880315666409061,0.8189308163575488
1,0,0.0618,1,113,0.6018580558731228,0.9370980324950512,-0.3401663833517595,0.1901442420005485,0.23236241885168377,0,1,0.6022366547592772,0.19001062529711518
1,1,2.0903,1,114,0.9445289797448838,0.5971230233214609,0.9039899880017317,0.22927034913131727,0.25956684561654014,0,1,0.9342334392883933,0.22591838565602254
1,1,0.16790000000000002,1,115,0.6318511853462755,0.8926152440323574,1.2119281966531013,0.26992652749066365,0.32938950642479353,0,1,0.6319027449132891,0.2682235056191031
1,0,-0.4189000000000001,1,116,0.4595882425614235,1.2271854407255032,-0.45102480838683656,0.190362823604631,0.23757324253940343,0,1,0.46149011282644786,0.18918515954173798
1,0,-1.0811,1,117,0.2780517519603006,2.0283993753814804,-0.8114199904549421,0.21200240240879922,0.27338346054863827,0,1,0.2812426034597119,0.21126636849807756
1,0,1.27,1,118,0.86503821984607,0.6519943131534252,-0.26324562524966044,0.19189289483320857,0.22994046488957834,0,1,0.860967468301748,0.19145519036902525
1,0,-0.165,1,119,0.5353958393999353,1.0534261914177814,-0.38339726175427724,0.189925660396466,0.23345784528899668,0,1,0.5365056528793813,0.1895978924194266
1,0,0.2892,1,120,0.6649200155669951,0.8482223226790099,-0.31370568358723616,0.19079998681279603,0.23512324660821635,0,1,0.6646216450414422,0.19021699173595946
1,1,0.1688,1,121,0.632101643960503,0.8922615617105429,1.24895969849379,0.26992652749066365,0.3293854201591686,0,1,0.6321505028634787,0.2682235056191031
1,0,-4e-4,1,122,0.5838953676404854,0.9659264848753939,-0.38694331239574653,0.21375105524145926,0.259785816544331,0,1,0.584471955587328,0.21353639932536483
1,0,-0.7953999999999999,1,123,0.3514994962750732,1.604554219783661,-0.6657576464525198,0.2299260939435648,0.297643075654603,0,1,0.3543165164570222,0.22426745414526816
1,0,0.6279,1,124,0.7484656195768393,0.7535416260253466,-0.2518478319742242,0.1938601292699511,0.23697653605360375,0,1,0.7473869648396961,0.1931061218797796
1,0,0.2301,1,125,0.6489867198096246,0.8690470587217025,-0.3422312163784963,0.21003516797205665,0.25867038981181456,0,1,0.6488551195791292,0.20672630684350307
1,1,-1.2592,1,126,0.23738658636145515,2.3758713946087457,3.115538512394572,0.27845121004988144,0.34803008431121685,0,1,0.2406586342506671,0.27214446795714464
1,1,-1.2653,1,127,0.23606921027229555,2.3891298630153863,3.3109137383753855,0.27845121004988144,0.3472884077383206,0,1,0.23934207488009074,0.27214446795714464
0,1,0.3925,0,128,0.6918708711950798,1.4149911814278238,-0.45184380866820606,0.8503331647717981,0.8136685789501186,1,0,0.6913007473175192,0.851949446572636
0,1,0.0176,0,129,0.58911883125897,1.06113405327369,-0.3685401524394142,0.8492402567513856,0.7957450541227915,1,0,0.589637768254284,0.8511239808172588
1,0,-0.42890000000000006,1,130,0.456617825511777,1.2351685994033832,-0.44115683526506866,0.189925660396466,0.23717763754836188,0,1,0.4585488943726779,0.18918515954173798
1,0,0.5118,1,131,0.7214343838735058,0.7817758795634144,-0.31511681527276425,0.19079998681279603,0.23097751996014712,0,1,0.7205860386335747,0.18980425885827087
1,1,-0.9115,1,132,0.32053256006329883,1.7595716325624489,2.368361277787477,0.24937985670690796,0.32492226929455265,0,1,0.32353805136011515,0.24634866310160777
0,1,-0.5731,0,133,0.4142302546264278,0.7443197663306133,-0.3239663877339728,0.8289121675717124,0.7709917403985738,1,0,0.4165565354771093,0.8300746040551408
1,1,-0.0896,1,134,0.5577527729943125,1.0112007098990277,1.4186871020971463,0.26686638503350857,0.3270457558057987,0,1,0.5586177714413246,0.26285797820915136
0,1,-0.7158,0,135,0.37349990689514456,0.6959296651325925,-0.31605933816426424,0.83306521804928,0.7671837403818867,1,0,0.3761598589394668,0.8319319020047394
0,1,0.6469,0,136,0.7527191765258148,1.7631775641733742,-0.5767462504529849,0.8470544407105606,0.7839420879135097,1,0,0.7516067948778642,0.8502985150618817
1,0,0.6442,1,137,0.7521176864129226,0.7498826449486742,-0.3098812942405612,0.24675687745791786,0.3048133083838476,0,1,0.7510100287344113,0.2449040980296977
1,0,0.0904,1,138,0.6100291961617863,0.9245459127999196,-0.33327708817244484,0.23167474677622488,0.2795947373790053,0,1,0.6103181125821027,0.22550565277833395
1,0,-0.9126,1,139,0.320246092391985,1.7611456108249943,-0.8024144887723806,0.23910652131503013,0.31428350137904315,0,1,0.3232531321119605,0.2354112418428601
1,0,-0.171,1,140,0.5336094340323322,1.0569528273479256,-0.35061522366868525,0.189925660396466,0.233310440529913,0,1,0.534738675536226,0.1895978924194266
0,1,-1.3709,0,141,0.21407240319990772,0.5547584812839962,-0.21785163137887453,0.8501145831677156,0.7980349650558779,1,0,0.21734010101939405,0.8517430801337917
1,1,0.3429,1,142,0.679079108839244,0.8305365202060923,1.1305011990979632,0.25309574397631057,0.30850221709428644,0,1,0.6786361365976721,0.24779322817351782
1,0,0.0628,1,143,0.6021447506084399,0.9366518589261197,-0.3414017098497829,0.1901442420005485,0.232357772158374,0,1,0.6025201975672427,0.19001062529711518
1,1,2.4463999999999997,1,144,0.9629112151347811,0.5857237833926937,0.8727877571870636,0.24741262227016542,0.28264457805522236,0,1,0.9515024043365551,0.24345953295778763
1,0,1.2927,1,145,0.8681708555030897,0.6496417109892175,-0.24866905616009372,0.2266473698823272,0.28437000260752515,0,1,0.8638251589447504,0.22612475209486682
0,1,-0.3741,0,146,0.4729281573627402,0.8272117095431011,-0.24619205738397731,0.8503331647717981,0.8108967099373906,1,0,0.47469682351136455,0.851949446572636
0,1,-0.7021999999999999,0,147,0.3773148430087786,0.7001933402535669,-0.3277155112127689,0.7956877637511713,0.7136169902213269,1,0,0.3799457910595522,0.7982941724731193
1,0,-0.0083,1,148,0.581596801152066,0.9697439856663428,-0.3627699414579112,0.189925660396466,0.23206574177888506,0,1,0.5821987676441764,0.18918515954173798
1,0,0.6529,1,149,0.7540522988878628,0.747958730225785,-0.3330399372593543,0.24741262227016542,0.2973045970030213,0,1,0.7529295012492013,0.24738049529582923
1,0,-0.0107,1,150,0.5808977942544268,0.9709108996082264,-0.3522243171397659,0.189925660396466,0.2320770837620581,0,1,0.5815074791398565,0.18918515954173798
0,1,-0.2771,0,151,0.5019194932232494,0.8753604970841063,-0.2937626278017833,0.8503331647717981,0.8062161824272334,1,0,0.5033884686495447,0.851949446572636
0,1,-0.7391,0,152,0.3670007899936989,0.6887844299136803,-0.2836507194537675,0.8439942982534054,0.78285661235847,1,0,0.3697089838387738,0.8457584534073072
1,0,-0.133,1,153,0.5449068948803353,1.0350392063287392,-0.37183630025742553,0.19254863964545607,0.2355532306870411,0,1,0.5459128998787195,0.19104245749133664
0,1,0.13920000000000002,0,154,0.623827592540157,1.1590430115386485,-0.4537863618426573,0.8059610991430491,0.7380321441862643,1,0,0.6239659825353692,0.805104264954981
1,1,1.0766,1,155,0.8357315046870348,0.6748578901679756,0.9449494123135228,0.27036369069882865,0.32465806903192906,0,1,0.8341524663108927,0.26925533781332456
0,1,-1.8509,0,156,0.13312482377739188,0.5029559179441054,-0.2024083588704273,0.8503331647717981,0.8058703483544883,1,0,0.13599715593191447,0.851949446572636
0,1,-1.0102,0,157,0.2953863399029222,0.6187788070130947,-0.2545083108927716,0.8435571350452404,0.7837284448412246,1,0,0.29851277307616575,0.8459648198461515
0,1,-2.1343,0,158,0.09873915574590941,0.48376671723805575,-0.20199738572942583,0.846398695898313,0.8009495101054075,1,0,0.10120051268264188,0.8488539499899715
0,1,-0.0882,0,159,0.5581659651881459,0.9867958682396697,-0.36366677562223926,0.8177645057635046,0.7700796181420414,1,0,0.5590264163241053,0.8253281759617219
0,1,-1.5991,0,160,0.17177130381683015,0.5264246481790278,-0.22677386469098793,0.7948134373348413,0.7317674818768797,1,0,0.17491613025311498,0.7968496074012092
0,1,-0.7676000000000001,0,161,0.35911691177755556,0.6803112892388706,-0.24669603597173928,0.832628054841115,0.7724157665503011,1,0,0.36188158110311214,0.8339955663931823
0,0,0.47930000000000006,0,162,0.7135550341743282,1.5221073924034199,2.8021917042002817,0.770550879281683,0.7074445663482666,1,0,0.7127784437352369,0.7801339258548213
0,1,0.1884,0,163,0.637538174189738,1.2028852942660868,-0.43702044043890764,0.8472730223146431,0.796542490818541,1,0,0.637528571651004,0.8486475835511273
0,0,-0.4634,0,164,0.446394948568529,0.7875650680437679,1.534611520401907,0.7886931524205311,0.735364780410613,1,0,0.44842512192353984,0.7916904464301018
1,0,-0.15220000000000003,1,165,0.5392037456351397,1.0459867991748688,-0.35162998256607414,0.21047233118022168,0.2581387459661288,0,1,0.5402720693633865,0.2071390397211917
0,1,-0.5109,0,166,0.43239583669839143,0.7681409478462936,-0.2780062101888535,0.8503331647717981,0.8092921454007166,1,0,0.4345579881303815,0.851949446572636
1,0,1.5591,1,167,0.9004924388917411,0.6263239707977216,-0.23448650513267,0.1905814052087135,0.2115378403613043,0,1,0.8934311398907231,0.1893915259805823
0,0,-1.3345,0,168,0.22148140057158927,0.5600380007877933,1.0553017748963733,0.800277977436904,0.7394629237314515,1,0,0.224754916360277,0.8038660663219153
1,0,0.008,1,169,0.5863354086376743,0.9619067716043795,-0.3883478945918787,0.21637403449044937,0.2545345774720978,0,1,0.5868850613803794,0.2104409027427004
0,1,-0.2543,0,170,0.5087393916305072,0.887512641095112,-0.3403903700451424,0.8503331647717981,0.805650912310371,1,0,0.5101361615191239,0.851949446572636
