image_A_captured,image_B_captured,A_dist,images_acquired,fuel_consumed,altitude,A_B_dist,region_sensitivity,ice_accrual,ice_sublimation,hard_landing,mission_duration,speed_avg,temp,mission_urgency,heavy_winds,humidity,scenario_main_base,bird_strike
-1.4375999999999998,1.4010999999999998,0.28040000000000004,1.5992,-1.8165,0.5291,1.6680000000000001,2.1559,0.1471,0.804,-1.7826,-1.2527,1.1961000000000002,-2.7447000000000004,-1.9354999999999998,-2.5208,-0.9357000000000001,-1.2995999999999999,-0.8539000000000001
-2.4343999999999997,2.2744,-1.7374999999999998,2.2769,-2.0221,-1.689,2.4827999999999997,1.9078999999999997,-0.8064,2.4331,-2.2203000000000004,-2.4347999999999996,2.2601000000000004,-1.288,-1.2164,-2.5906,-2.1535,-2.2445000000000004,-1.4423
0.5153,-0.44780000000000003,-0.9843,-0.6207,0.2927,0.017400000000000002,-0.28250000000000003,0.8654000000000001,-0.5732,0.7596,0.5012,0.14220000000000002,-0.7067,1.2635999999999998,-1.2112999999999998,-0.12110000000000001,-0.41740000000000005,-0.2241,0.6694999999999999
0.8146000000000001,-0.7363,-0.3865,-0.7641,0.8046000000000001,-0.7303,-0.3875,1.7465,0.9769,-0.7982999999999999,0.8217000000000001,0.8046000000000001,-0.589,1.1738,-0.4963,0.9989,0.47840000000000005,0.1024,0.2672
-0.24600000000000002,0.15800000000000003,0.12160000000000001,0.234,-0.731,0.0796,-0.1623,-0.1283,-0.6982999999999999,0.7172,-0.41530000000000006,-0.357,0.5465,0.0683,0.40790000000000004,-0.5734,-0.1869,-0.4567,0.7683
1.2027999999999999,-1.1395,0.5501,-1.0441,0.8441000000000001,0.9492,-1.2608,0.444,0.2245,-1.6111,0.8736000000000002,1.2717999999999998,-1.1405,0.8902,0.8966000000000001,1.5474999999999999,1.3138999999999998,0.7329,0.3107
0.6304,-0.54990000000000006,0.8710000000000001,-0.8332,0.8604,2.4627999999999997,-1.5853,-0.5807,-0.9876,-0.14490000000000003,1.2364,0.5799000000000001,-1.2868,0.3265,0.28440000000000004,0.9089,0.8476000000000001,0.7377,0.6906
-0.45180000000000003,0.41980000000000006,-0.9557000000000001,0.49369999999999997,-0.4776,0.1815,-0.16490000000000002,0.33999999999999997,-0.4055,0.7642,-0.4942,-0.5369,0.10810000000000002,0.2276,-0.24720000000000003,-0.5589000000000001,-0.6097,-1.3287,-0.33019999999999994
0.3794,-0.367,1.2376999999999998,-0.10400000000000001,-0.2557,0.40190000000000003,0.0089,-0.1873,0.6057,-1.0907,-0.35019999999999996,0.43390000000000006,0.3646,-0.7752,-0.6051,-0.9239,1.0051999999999999,0.6877,0.5883999999999999
0.0838,-0.07550000000000001,0.93,0.0039,0.3085,0.3709,0.8143,-0.11929999999999999,0.7058,-0.6029,0.0655,0.349,-0.45,-0.7216,-0.7442,-0.3157,0.053700000000000005,0.8912,-0.33469999999999994
-0.5882,0.6740999999999999,-0.29430000000000006,0.7418,-0.9959,-0.2559,0.5744,1.1138,1.1436,-0.2632,-0.7636000000000001,-0.5433,-0.24690000000000004,-1.2376999999999998,-0.2639,-0.5504,-0.2311,-1.1371,-0.7444
0.0907,-0.0671,0.15430000000000002,-0.09870000000000001,-0.05260000000000001,-0.07840000000000001,-0.24050000000000002,0.0303,0.9941,-0.7213999999999999,0.27830000000000005,0.2631,-0.3814,-0.6786,0.27890000000000004,0.3008,0.28300000000000003,0.14720000000000003,-0.09179999999999999
0.46880000000000005,-0.3743,-0.7198,-0.41680000000000006,0.24630000000000002,-1.0001,-0.11370000000000001,0.3773,0.7357,-0.5655,0.43990000000000007,0.3824,-0.3598,1.1065,0.0932,0.34369999999999995,-0.0954,-0.23420000000000002,0.1121
0.15000000000000002,-0.3659,0.8579000000000001,-0.2917,-0.1978,-1.0525,0.0109,-1.5944,-0.0814,-0.054400000000000004,0.10610000000000001,0.021500000000000002,0.7777000000000001,0.1181,1.6458,-0.29660000000000003,0.2589,0.98739999999999994,1.1969
-0.0524,0.0819,0.7348,-0.015,0.011899999999999999,1.2218999999999998,0.6623999999999999,-0.1298,-0.8911,0.732,0.0932,-0.1307,-0.48850000000000005,-0.8861,-1.2135999999999998,-0.8355,-0.3829,0.2666,0.040100000000000004
1.3022,-1.1452,-0.5744,-1.1302,1.1779,-0.2277,-0.23940000000000003,0.32280000000000003,2.1903,-1.4162,0.8406000000000001,1.246,-1.816,0.47830000000000006,-1.6659,1.1275,0.4517,0.718,-0.7669
-1.4701,1.5355999999999999,-1.8634,1.2677999999999998,-0.6359,0.2416,0.8541000000000001,1.8032,-1.7771,2.5067,-0.8790000000000001,-1.5685,0.14590000000000003,-0.10750000000000001,-1.0485,-0.1058,-1.8344,-1.9478999999999997,-1.4236999999999997
0.2756,-0.1456,-1.1226,-0.3468,0.6338,0.0147,0.0606,1.0128,0.1174,0.645,0.46980000000000005,0.0808,-1.2285,0.6674999999999999,-0.7154999999999999,0.7517,-0.8515,-0.41440000000000005,-0.3936
0.2441,-0.3109,-0.07,-0.29650000000000004,-0.06929999999999999,-0.1611,-0.3046,-1.0177999999999998,0.2018,0.0031,0.11460000000000001,0.09179999999999999,-0.15620000000000003,0.12430000000000001,-0.5285,0.2351,0.0272,-0.0432,0.12470000000000002
-0.7701,0.6872999999999999,-0.34249999999999997,0.8626000000000001,-0.9648,-1.0977999999999999,0.47130000000000005,0.259,1.336,-0.5611,-0.8219000000000001,-0.5864999999999999,0.7044999999999999,-0.7597,0.7323,-0.30469999999999997,-0.20800000000000002,-0.1943,-0.8366000000000001
-0.27440000000000003,0.313,-2.1092,0.0115,0.3665,-0.9989,0.28550000000000003,1.1463,0.7249,0.48650000000000004,0.30319999999999997,-0.2664,-0.7212,0.6868,-0.15550000000000003,1.2147,-1.1326,-1.0201,-1.2087999999999999
0.30469999999999997,-0.22690000000000002,0.0388,-0.23220000000000002,0.2762,-0.3136,-0.057800000000000004,-0.3244,0.5335,-0.46980000000000005,0.0815,0.1887,-0.33569999999999994,-0.037899999999999996,0.8898,-0.0534,0.0514,-0.0626,0.08020000000000001
-1.1892,1.2653999999999999,-1.0917999999999999,1.2385,-0.9469000000000001,-1.0801,1.7351999999999999,1.9816999999999998,0.2896,1.043,-1.2448,-1.1656,0.48630000000000007,-1.1087,-2.2333000000000003,-1.2465,-1.7131999999999998,-1.6229,-1.527
-1.1115,0.9157000000000001,-0.2646,1.2370999999999999,-1.5729,-1.6094,1.1117,-0.9575,0.09620000000000001,0.0402,-1.4828,-1.0389,2.0739,-0.6466000000000001,1.3015999999999999,-1.526,-0.3857,-0.1813,0.07520000000000002
-0.7848999999999999,0.7017,-0.17870000000000003,0.9328000000000001,-1.1,-1.6038,0.761,-1.1776,1.5711,-1.0402,-1.0765,-0.5277000000000001,1.6655,-1.3344,0.9277000000000001,-0.996,0.09129999999999999,0.009699999999999999,-0.28980000000000006
-0.40430000000000005,0.3131,-0.0613,0.24680000000000002,-0.2655,-0.2021,0.0274,-0.3713,0.15340000000000004,0.0633,-0.0347,-0.3643,0.7675,-0.1936,0.908,0.30619999999999997,-0.0946,-0.4006,0.0235
-0.3073,0.3294,-0.2806,0.4222,-0.4373000000000001,-0.5146000000000001,0.6948,-0.29710000000000003,0.3713,0.2391,-0.4172,-0.25880000000000003,0.0393,-0.6303,-0.8499000000000001,-0.3217,-0.4466,-0.24270000000000003,-0.4192
-1.6446,1.4351999999999998,-1.1331,1.3608,-1.0669,-1.4809999999999999,1.3554,1.7752,-1.6620000000000001,2.1263,-1.3960000000000001,-1.6948,1.577,-0.4988,-0.7181,-1.546,-1.6566,-1.3389,-0.7921999999999999
-0.1658,0.1603,-1.0475999999999999,0.0692,0.29150000000000004,-0.72,0.5168,0.7069,-0.8017000000000001,1.1891,0.0068000000000000005,-0.2867,-0.28940000000000005,1.2182,-0.9079,0.0494,-0.9163,-0.6129,-0.21950000000000003
-0.21650000000000003,0.1313,0.4496,0.2215,-0.34249999999999997,-1.0613,0.1838,-0.8308000000000001,0.042,-0.0143,-0.19390000000000002,-0.1168,0.7383,-0.24020000000000002,1.4849999999999999,-0.42240000000000005,-0.07730000000000001,0.3866,0.33719999999999994
-0.3615,0.30269999999999997,1.3143,0.4978,-0.8576000000000001,0.21920000000000003,0.109,0.6671999999999999,0.009099999999999999,-0.4157,-0.46390000000000003,-0.16820000000000002,0.9466000000000001,-1.4074999999999998,-0.9181,-0.6228,0.41960000000000003,0.4988,0.22790000000000002
-0.0895,0.07640000000000001,0.15990000000000004,0.12190000000000001,0.1892,0.6106,0.3987,0.9530000000000001,0.24440000000000003,0.10310000000000001,0.024300000000000002,0.10520000000000002,-0.3707,-0.3222,-0.8006000000000001,0.0907,-0.13540000000000002,-0.10650000000000001,-0.43210000000000004
-1.3542,1.5154999999999998,-0.9719,1.5651,-1.0325,-2.4665,1.6076,1.035,0.8607000000000001,0.751,-1.4381,-1.1374,1.1358,-0.9203,0.1346,-1.0165,-1.5073999999999999,-1.0058999999999998,-1.1995
2.3191999999999995,-2.2858,1.9125999999999999,-2.4023999999999996,2.4635000000000002,1.4768999999999999,-2.4187999999999996,-1.612,0.18,-1.6659,2.5575,2.3287,-1.732,2.3397999999999994,1.8022,2.5682,2.2596,2.6664,1.7712999999999999
0.7073999999999999,-0.7391,-0.17880000000000001,-0.8034,0.9239,0.8478000000000001,-0.3353,0.42750000000000005,-0.9058,0.27040000000000003,0.7227,0.5853999999999999,-0.2917,0.7657,-0.5471,0.601,0.0463,-0.08979999999999999,0.466
0.9442,-0.8711000000000001,1.1101,-0.8012,0.6626,1.0928,-0.4675,0.26730000000000004,0.5917,-0.7958999999999999,0.6412,0.9479000000000001,-1.038,-0.46030000000000004,-0.6396000000000001,0.1287,0.8591000000000001,0.41960000000000003,0.7382
-0.5531,0.5055,-1.1386,0.28750000000000003,-0.15310000000000001,-0.4465,-0.1395,-0.8219000000000001,-0.5439,1.0358999999999998,-0.1656,-0.7391,0.1882,0.7203999999999999,0.43550000000000005,0.5318,-0.9101,-0.9926,-0.5072
-1.5305,1.3075999999999999,0.6366,1.4877999999999998,-1.4383,-0.2256,0.7071,-0.34919999999999995,-1.9243,1.4929,-1.3431,-1.4275999999999998,2.3242,-0.42440000000000005,0.2665,-1.8433,-0.20070000000000002,0.1317,0.23140000000000002
-0.6329,0.7029,-0.3104,0.7001999999999999,-0.8167000000000001,-1.0874,0.8537000000000001,-0.5759000000000001,0.8152,0.0311,-0.8085,-0.588,0.744,-0.6535,0.46330000000000005,-0.8760000000000001,-0.4318000000000001,-0.4967,-0.2645
-0.3947,0.2997,0.29480000000000006,0.3449,-0.39780000000000004,0.8671000000000001,0.2781,0.3947,-1.8194,1.1169,-0.41740000000000005,-0.5762,1.1581000000000001,0.0631,-1.0827,-0.8918,-0.4055,-0.0927,0.6366
1.6263,-1.7404,1.7935999999999999,-1.5683,1.1109,1.6377,-1.9593999999999998,-1.7629,-0.0054,-1.8201,1.3382,1.6971,-0.8871,0.7056,0.9395,1.0444,2.2203000000000004,1.6953,1.6237
-1.4861,1.3356,-0.6823999999999999,1.4966,-1.4143999999999999,-0.744,1.07,0.8885,1.1541000000000001,0.1846,-1.3744,-1.2318999999999998,0.9848,-1.7562,-0.41780000000000006,-0.7012999999999999,-0.9076000000000001,-0.9753,-1.2007999999999999
-0.8241,0.9271,-0.5645,0.6839,-0.7032999999999999,-0.12940000000000002,0.8688000000000001,-0.0383,-1.1282,1.8346,-0.5006,-0.9813,0.7937,-0.3604,-0.7443,-0.8822,-0.9971,-0.3571,-0.185
1.0357999999999998,-0.7257,-1.7816999999999998,-1.1786,1.8678,-0.3259,-0.402,0.0112,0.6176,0.06870000000000001,1.5856,0.8438000000000001,-2.5829,2.0061,-0.43540000000000006,2.2422,-0.4802,-0.07550000000000001,-0.8652000000000001
-1.0937,0.9902,-1.0672,1.1089,-1.3515,-0.8413,1.4109999999999998,1.1643000000000001,-0.1466,0.8233,-1.2029999999999998,-1.0848,1.0478999999999998,-0.6571,-1.3285,-1.1815,-1.2230999999999999,-1.2596999999999998,-0.7682
-0.1275,-0.1308,0.38380000000000003,-0.2361,0.2886,-0.1144,-0.7317,-1.0415999999999999,-1.4625,0.67489999999999994,0.5223,-0.15220000000000003,0.3875,0.5114,1.6512,0.7997,0.28280000000000005,0.2622,0.355
-1.1246,1.3302,-2.0185999999999997,1.118,-0.5743,-2.3359999999999994,1.2972,1.007,1.1121,1.3053,-0.8198000000000001,-1.1971,-0.3902,-1.397,-0.6591,0.2228,-2.0336,-1.8155999999999999,-2.2565
0.36019999999999996,-0.16540000000000002,-0.8043,-0.43410000000000004,0.6629999999999999,-1.6945000000000001,0.32880000000000004,-0.4561,0.9663999999999999,0.4136,0.7904999999999999,0.2538,-0.99,0.3771,0.2036,0.9613999999999999,-0.7734,-0.2505,-0.0084
-0.15610000000000002,0.34709999999999996,-0.5101,0.40850000000000003,-0.42060000000000003,-0.0022,1.1956,2.2746,0.4464,0.47200000000000003,-0.5451,-0.1814,-0.1048,-0.10200000000000001,-2.7165,-1.3947,-0.6893999999999999,-0.5964999999999999,-0.07540000000000001
1.3334,-1.4014999999999997,1.4993999999999998,-1.4564,0.9026000000000001,1.0436999999999999,-1.5086,-0.8954,-0.4621,-0.8559000000000001,1.2097999999999998,1.1340000000000001,-0.4262,0.9719,1.059,0.1876,1.3769,1.5134999999999998,1.8799
-2.2725999999999997,1.9048999999999998,-1.2050999999999998,2.0403000000000002,-2.5725,0.8516000000000001,0.9961,1.6262,-2.2019,2.5366999999999997,-2.2985,-2.5141999999999998,1.9368999999999998,-2.0439000000000003,-1.2506,-2.3155999999999994,-1.7026,-2.3943999999999996,-1.089
0.42840000000000006,-0.5212,1.5442,-0.47650000000000003,0.6104999999999999,0.7123999999999999,-0.47550000000000003,-1.3775,0.3709,-0.9344,0.6509,0.7091,-0.3033,-0.1991,0.5987,0.611,1.1913,1.2558999999999998,0.3011
1.0108,-0.9912,1.1802000000000001,-1.0114999999999998,0.902,1.8697,-1.4857999999999998,-1.4362,-1.5478999999999998,-0.024300000000000002,1.0223,0.8290000000000001,-0.42050000000000004,1.0637999999999999,1.4607999999999999,0.5919,1.2913,0.8628000000000001,1.6591
-0.6828,0.8382000000000001,-0.8058000000000001,0.7328,-0.4697,0.5927,0.2008,1.438,-1.0675999999999999,1.0591,-0.5716000000000001,-0.8112,0.225,0.034,-0.6457,-0.8549000000000001,-0.7061,-0.47780000000000006,-0.405
-0.2048,0.27890000000000004,0.24200000000000002,0.07510000000000001,0.2534,0.1695,-0.05450000000000001,0.7721,-1.5105,0.7976,-0.0085,-0.181,0.059800000000000006,0.1889,0.3277,-0.0606,-0.15100000000000002,-0.1317,0.0927
0.1125,-0.10020000000000001,0.1038,-0.1948,0.1491,0.5976,-0.0869,0.2792,-0.10490000000000001,0.3564,0.1933,0.0564,-0.8299000000000001,-0.2028,-0.0287,0.2031,-0.14670000000000002,-0.028900000000000002,-0.21890000000000004
0.9753,-0.908,-0.0956,-0.8842,0.3889,-0.3323,-0.6869,-0.17320000000000002,0.7917,-0.644,0.6343,0.7561,-0.8152,0.8731000000000001,0.21710000000000002,0.0902,0.3574,0.4176,0.8123
-0.0886,0.0954,-0.1606,0.032600000000000004,0.033100000000000004,0.9,-0.35469999999999996,-0.10160000000000001,-0.054700000000000006,-0.33919999999999995,0.0631,-0.0315,-0.517,-0.3181,-0.1637,0.5103,-0.08510000000000001,-0.6268,-0.5292
0.8171,-0.7846,0.6432,-0.8146000000000001,0.8134,-0.15890000000000004,-0.5559000000000001,-0.5329,1.1427,-1.064,0.8898,0.8836,-0.7208,0.46740000000000004,-0.113,0.8734000000000001,0.8374,0.9446000000000001,0.26930000000000004
1.8332,-1.6317,0.13870000000000002,-1.7697999999999998,2.0402,1.6729,-1.5637999999999999,-0.16940000000000002,0.15890000000000004,-0.9184,1.8232,1.8154,-2.211,1.8052,-0.7288,1.7594999999999998,1.0604,1.1098,0.8437000000000001
-0.3468,0.19640000000000002,-0.41230000000000006,0.29750000000000004,-1.0112999999999999,-1.3951,0.43900000000000006,-1.0446,-0.07310000000000001,0.1403,-0.7077,-0.5669000000000001,1.3235,0.1333,1.4462,-0.9183,-0.21710000000000002,0.0605,0.46950000000000003
1.5815,-1.8338999999999999,2.792,-1.756,0.7594,1.9733999999999998,-1.9111999999999998,-0.9977,-1.6786,-0.9178000000000001,1.3727,1.4311999999999998,-0.2446,1.0648,0.4524,0.21670000000000003,2.2763999999999998,2.1761999999999997,2.6468
-0.2403,0.2687,0.1411,0.22490000000000002,0.3216,0.7797000000000001,-0.29550000000000004,-0.8946000000000001,0.2572,-0.459,0.0997,-0.049,-0.3133,-0.6856,1.0168,1.484,0.1396,0.0167,-1.2855999999999999
0.363,-0.4406,-0.5588000000000001,-0.5151,0.5613,0.16190000000000002,-0.3172,0.41630000000000006,-0.5347000000000001,0.1192,0.4423,0.2525,-0.3564,0.9383,0.12480000000000001,0.615,-0.0123,-0.12460000000000002,0.07740000000000001
0.885,-0.8607000000000001,0.0628,-0.8735,0.8852,0.8292,-0.6586000000000001,-0.8365,-0.5481,0.034,0.7089,0.7261,-0.7452,1.119,-0.3393,0.1461,0.41950000000000004,0.2922,0.6331
-0.2366,0.3817,0.45880000000000004,0.12270000000000002,0.2775,0.3774,0.0799,0.5959,-1.3863,0.8848,0.20650000000000002,-0.2278,-0.47930000000000006,-0.3594,-0.0499,0.3246,-0.5789000000000001,0.1332,-0.2515
1.3437999999999999,-1.4342,1.0133999999999999,-1.4730999999999999,1.0874,1.8044,-1.6524,-1.2238999999999998,-1.2901,-0.8435,1.5211,1.2427,-0.8535,1.267,0.4587,1.3089,1.2732999999999999,1.4086999999999998,1.4058999999999997
0.0054,-0.057300000000000004,0.6680999999999999,-0.0311,0.0429,0.1632,-0.3743,-0.22940000000000002,-0.43490000000000006,-0.049100000000000005,0.0634,0.0816,0.17250000000000001,-0.2267,0.1004,-0.07220000000000001,0.24890000000000004,0.21490000000000004,0.12170000000000002
1.1981000000000002,-1.2733999999999999,1.6923000000000001,-1.1492,0.7830999999999999,1.9447999999999999,-1.4102,-1.7971,-0.6599,-0.9116000000000001,0.9936,1.2042,-0.7382,0.6214,0.5417000000000001,0.2421,1.3836,1.0131,1.57
-0.08360000000000001,0.1627,0.8225,0.035199999999999995,0.3764,0.269,0.36269999999999997,-0.15320000000000003,-0.6021,0.42950000000000005,0.12450000000000001,0.0284,0.15090000000000003,-0.0377,0.8157000000000001,-0.1847,-0.0194,0.6419,0.2572
-0.32,0.3844,0.5311,0.40790000000000004,-0.1817,-0.6591,0.9377000000000001,0.1261,1.0474999999999999,-0.229,-0.4082,-0.21650000000000003,0.5681,-0.8305,-0.08600000000000001,0.0398,-0.27430000000000004,0.0821,-0.5843999999999999
-0.5722,0.6531,-0.40340000000000004,0.6454,-0.44680000000000003,-0.8949,0.8988,0.12380000000000001,1.1176,-0.0156,-0.5773,-0.4601,-0.1405,-0.9028,-0.4792,-0.2681,-0.5794,-0.8341000000000001,-0.9863999999999999
0.5443,-0.6738,1.272,-0.5896,-0.053500000000000006,-0.1058,-0.4951,-2.1972,-0.03,-0.9213,0.3103,0.48950000000000005,0.8004,0.26330000000000003,1.2286,-0.053200000000000004,1.0524,1.1073,1.414
0.6074999999999999,-0.581,1.2585,-0.6312,0.48840000000000006,1.9586999999999999,-0.9268000000000001,-0.12350000000000001,-0.5521,-0.5976,0.5158,0.6106,-0.5414,-0.48150000000000004,-0.583,0.47990000000000005,0.8779000000000001,0.3783,0.5886
2.3537999999999997,-2.4607,2.1061,-2.2298,1.4614999999999998,1.5614,-2.2242,-1.1366,0.2326,-2.131,1.7352999999999998,2.3747,-0.7071999999999999,0.9874999999999999,1.1606,1.0526,2.5573,2.0005,2.6014
0.3715,-0.43400000000000005,0.7192999999999999,-0.4431,0.6375,-0.9869,-0.4007,-1.2993,0.45890000000000003,-0.6323,0.48380000000000006,0.5212,-0.19590000000000002,0.6222,1.8288,0.9114,0.5419,1.1298,0.2886
0.9327000000000001,-1.0255999999999998,1.0792,-1.0509,0.9563,1.1727,-1.5664,-0.9762,0.326,-1.1409,1.2147,1.0209,-0.6918,0.5127,1.3876,1.3799,1.4108999999999998,1.3826,0.9488000000000001
-1.6555,1.4792999999999998,-0.6343,1.4721,-2.1285000000000003,-1.5103,0.9763999999999999,0.8701000000000001,-1.4118999999999997,1.9445999999999999,-1.7412999999999998,-1.8415,1.9465999999999999,-0.7911999999999999,-0.3025,-2.0258,-1.367,-0.968,-0.1033
-0.6277,0.5685,-1.0493,0.41150000000000003,0.1307,-1.2448,0.36819999999999997,-0.8853,-0.6257,1.3342,-0.2081,-0.7686000000000001,0.4481,0.6766,1.3532,0.0193,-0.8285,-0.1733,-0.6337
-0.0482,-0.063,-0.1133,0.0835,0.14290000000000003,0.0671,0.3232,0.2308,0.24270000000000003,-0.3183,-0.14470000000000002,0.0309,-0.0437,0.0064,-0.17200000000000001,0.0175,0.0633,-0.44780000000000003,-0.3812
0.46530000000000005,-0.3847,-0.3701,-0.4414,0.44680000000000003,-0.6651999999999999,-0.1131,0.8725,1.0612,-0.22740000000000002,0.40580000000000005,0.3601,-0.5279,0.2656,-0.0708,0.0373,-0.0068000000000000005,-0.42350000000000004,0.1228
-0.2705,0.3065,-0.6601999999999999,0.3292,-0.4934,0.6692999999999999,0.4037,0.7822999999999999,0.12170000000000002,0.2722,-0.539,-0.3004,0.19740000000000002,-0.5095,-0.6224999999999999,-0.7242999999999999,-0.5163,-0.7829999999999999,-0.2451
-0.20590000000000003,0.14690000000000003,-0.9031,0.0353,0.24820000000000003,-1.1699,-0.22540000000000002,-0.1869,-0.0597,0.07880000000000001,0.3255,-0.1265,-0.0279,1.2527,2.0437000000000003,0.7244999999999999,-0.2258,-0.3748,-0.0466
-0.9958,1.0956,-1.3155999999999999,1.1484,-0.9643999999999999,-0.035199999999999995,1.2913,1.1402,0.4421,0.8374,-1.2565,-1.0995,0.12300000000000001,-1.0429,-0.8240000000000001,-0.7542,-1.3629,-1.2425,-1.3277999999999999
