scenario_main_base,images_acquired,region_sensitivity,exposure,rownum,pscore,sw,tmle_est,initial_likelihood_preds,likelihood_values,counterfactual_0,counterfactual_1,g_fit_pred,Q_fit_pred
1,0,-0.5922999999999999,1,18,0.8620634710891472,0.6542441698491548,-0.24627147968761698,0.1903329055509107,0.1935595880913177,0,1,0.8520690509747482,0.17608370219689812
1,1,0.0957,1,19,0.5640375861832432,0.9999333622720118,1.3513782823626077,0.2786347450154313,0.3593969383765426,0,1,0.5563617702684187,0.2846565387863221
0,1,-0.0378,0,20,0.629522644412633,1.1768600521042676,-0.5452479568755091,0.7646324722119507,0.7462932070421218,1,0,0.6230832843386608,0.7828180777936486
1,0,-1.8883,1,21,0.975,0.5784615384615385,-0.1540427852090165,0.08489180624055961,0.13426035529994684,0,1,0.9780909258806824,0.10152044149380735
0,1,2.1559,0,22,0.025000000000000022,0.44717948717948725,-0.1291446733614784,0.939813934270784,0.8644531439437437,1,0,0.03176760272742505,0.9237401870069386
0,1,1.9078999999999997,0,23,0.027200357710818746,0.448190954279146,-0.09886226782899721,0.9290932784688891,0.8630432427933041,1,0,0.040684771931571745,0.9195757486190805
0,0,0.8654000000000001,0,24,0.1834158348194348,0.5339314899690598,1.0842874468476742,0.8615901686684351,0.6843732424009542,1,0,0.18731387016833184,0.8249076617155752
1,0,1.7465,1,25,0.039134435858482336,14.411859724758335,-10.607295186939176,0.5604848168438765,0.4385476977189754,0,1,0.048896430479643954,0.46100676893792475
0,1,-0.1283,0,26,0.6759824935466924,1.3456063061914514,-0.7608800299241298,0.7526738267945317,0.6935087190913667,1,0,0.6692504184177938,0.7495715895013871
1,0,0.444,1,27,0.3699191283273624,1.5246575719136222,-0.8847177785241631,0.33193646903857255,0.315358276504918,0,1,0.3696531578359719,0.3122272428171995
1,0,-0.5807,1,28,0.858813729637689,0.6567198223972698,-0.24817364485342863,0.19162477447651613,0.19421882969518536,0,1,0.849030516787496,0.17749199399477864
0,1,0.33999999999999997,0,29,0.422468735617217,0.7549374845809608,-0.27465021340371076,0.8101016078114176,0.7861639785693082,1,0,0.42160457176332167,0.8215263572397097
1,0,-0.1873,1,30,0.7133616660926733,0.7906228030014867,-0.33314427337080044,0.23945535290961653,0.27003587339996993,0,1,0.7025952510173078,0.2408987235926237
1,0,-0.1193,1,31,0.682609556317496,0.8262409964528415,-0.31856134990738494,0.24851182562481963,0.26690074303732364,0,1,0.6721790761935538,0.24786299722909977
0,1,1.1138,0,32,0.11268265616010198,0.4913687341139915,-0.07601871528144577,0.881498441806743,0.8044058423679752,1,0,0.11821066492918865,0.8683623662770807
1,0,0.0303,1,33,0.5990555393144404,0.9414819878728472,-0.4326771452993927,0.2692362746710759,0.3196231790797565,0,1,0.589071179736313,0.28073088928916146
0,0,0.3773,0,34,0.40381138509282777,0.7313121872813457,1.432823153995495,0.8142006182010262,0.6861776609155112,1,0,0.40280355703881393,0.8098564166774957
1,0,-1.5944,1,35,0.975,0.5784615384615385,-0.1886282221991783,0.10268212709594597,0.13962833631425223,0,1,0.9745372801323479,0.10861700965433352
1,0,-0.1298,1,36,0.6799655700253362,0.8294537618705969,-0.34372146349422805,0.24709841373956057,0.27410755480396937,0,1,0.6707367170604372,0.24991766998255843
1,0,0.32280000000000003,1,37,0.435688809783272,1.2945019181937556,-0.6994437307087991,0.3127952480486242,0.3061032446353322,0,1,0.43051655617406903,0.2987797607724019
0,1,1.8032,0,38,0.0320840005289198,0.45045231222363635,-0.15545262559528528,0.9240408383787513,0.8610471094580368,1,0,0.04574820189713792,0.9167940395922081
0,0,1.0128,0,39,0.13634760949679037,0.5048327368676225,1.0249466098860622,0.8737261523870624,0.7546911661244037,1,0,0.14138441054984624,0.8525090743567763
1,0,-1.0177999999999998,1,40,0.9393396155629679,0.6004218183239102,-0.1696811012808156,0.14752108832399735,0.20090838110560805,0,1,0.9504060045789933,0.16056539466815895
1,1,0.259,1,41,0.4752103976622258,1.1868427180351488,1.526242387171653,0.30296665090976327,0.39219404062122587,0,1,0.46864177912952915,0.31011562286558525
0,0,1.1463,0,42,0.10594709067957697,0.48766688800488023,1.0355677714701512,0.8839083937749304,0.7439343824388539,1,0,0.1115772996613458,0.8622940673669963
1,0,-0.3244,1,43,0.7707170657814838,0.7317860535865013,-0.29590056432886125,0.22189948831535894,0.2403759726663146,0,1,0.7588479164686961,0.21253520257177716
0,1,1.9817,0,44,0.025000000000000022,0.44717948717948725,-0.11309688918451077,0.9324611086445754,0.8342111159631267,1,0,0.03762569331901304,0.9100905592906492
1,1,-0.9575,1,45,0.9300751116534397,0.6064026366616238,0.8802480708533029,0.15305810982661314,0.3412975425453425,0,1,0.9401832117281687,0.202547218039758
1,1,-1.1776,1,46,0.9549453784633977,0.5906096963446561,0.8384617504853283,0.13365718492929995,0.21717337409650156,0,1,0.963196465689695,0.15312521341030966
0,1,-0.3713,0,47,0.7831484593570316,2.01059212541102,-1.0328353161279287,0.718579064782599,0.7357020067195316,1,0,0.7761664457583046,0.7617984024502183
0,1,-0.29710000000000003,0,48,0.7567885844707175,1.7926790115964188,-1.0154527275539034,0.7292908379794389,0.7187610287678976,1,0,0.7483026317447606,0.7615536270019765
0,1,1.7752,0,49,0.03358385979736567,0.4511514055514235,-0.10039463351830591,0.9226331378461119,0.8604283107199693,1,0,0.04726442709003119,0.9159882916002443
0,0,0.7069,0,50,0.2452024147697559,0.5776383079802809,1.1715429752502728,0.8474453036121077,0.7117496363745726,1,0,0.25073453931964157,0.8191916017922347
1,1,-0.8308000000000001,1,51,0.9111760513855276,0.6189802718611686,0.8548801640971606,0.16525363938852272,0.26668604989245015,0,1,0.9188758414493303,0.1673806764099805
1,1,0.6671999999999999,1,52,0.2670419025223856,2.112028092492791,2.676236174236519,0.3686559276848252,0.4078169160719416,0,1,0.26782533284835597,0.3645478557213867
1,1,0.953,1,53,0.1622496406668417,3.476124801768281,4.303786679530199,0.4179525917501806,0.4711965586827733,0,1,0.1662308139921813,0.41908699606049754
0,1,1.035,0,54,0.13078262925303752,0.5016006521191854,-0.10290263669934341,0.8754717003139502,0.8047110663208265,1,0,0.13594508522324758,0.8615792222880818
1,0,-1.612,1,55,0.975,0.5784615384615385,-0.17888863682835876,0.10152795035806741,0.1391845329523867,0,1,0.9748228487738937,0.1079563751178294
1,0,0.4275000000000001,1,56,0.379205031999824,1.4873220353264238,-0.8018535125444344,0.3292956163652514,0.31504458370058397,0,1,0.377794779021692,0.3101273831171817
1,0,0.26730000000000004,1,57,0.4682752339595405,1.204419877666924,-0.5908812663418641,0.304235316588561,0.3228699476817492,0,1,0.46426638921371854,0.29936342567005425
0,1,-0.8219000000000001,0,58,0.9069703741167364,4.686679064442398,-2.4491037509896794,0.648324566045832,0.7342172346022262,1,0,0.9170034971843343,0.7149774049253217
1,1,-0.34919999999999995,1,59,0.780568121465658,0.7225506454721566,0.9901446134053681,0.21882496616841943,0.3270547580893337,0,1,0.7681318845057603,0.22339267095504775
0,1,-0.5759000000000001,0,60,0.8481807869182932,2.871836779745075,-1.6297080355580496,0.6877368700942987,0.7369176284819082,1,0,0.8400935618980567,0.7328008655078946
1,1,0.3947,1,61,0.3959622776799058,1.4243781081993248,1.803974298932349,0.3240781674385792,0.3748519290833883,0,1,0.393986103468418,0.31247389819912513
1,0,-1.7629,1,62,0.975,0.5784615384615385,-0.1385148759077247,0.09210503260354315,0.13557196782302067,0,1,0.9768570667026203,0.10256282948571192
0,1,0.8885,0,63,0.17500649168798055,0.5284890070130118,-0.15550978741418464,0.8635557818843094,0.7676120563825924,1,0,0.18018762838606836,0.8436470805867282
0,1,-0.0383,0,64,0.6293638990531029,1.1763559968554382,-0.5456967379611406,0.7645675259889756,0.7462580891315762,1,0,0.6233300726456441,0.7827809034887916
1,0,0.0112,1,65,0.6092750956664821,0.9256902243526695,-0.46609001391788873,0.2665298704871324,0.32132509184551455,0,1,0.5987925856200026,0.27898030294883663
0,1,1.1643,0,66,0.1023629778858205,0.4857197166100629,-0.09799645857869,0.8852244078834554,0.813289309794404,1,0,0.10806598701144324,0.8757089189883879
1,0,-1.0416,1,67,0.9420071343418234,0.5987215801651699,-0.16932953701738696,0.1453822983183009,0.18871810906412945,0,1,0.9529175180848073,0.15015279015167304
0,1,1.007,0,68,0.13783652892284737,0.5057045614044389,-0.11849875439913282,0.8732666143559815,0.8083822234648163,1,0,0.14283874230220722,0.8597828359269435
0,0,-0.4561,0,69,0.813447507834661,2.337143797648005,3.7885431669452307,0.706023583359567,0.6626224989661301,1,0,0.8049051566894907,0.7406811002075125
0,1,2.2746,0,70,0.025000000000000022,0.44717948717948725,-0.13188094296729425,0.944374577591324,0.8429475567931524,1,0,0.028660893799951466,0.9188713582765292
1,0,-0.8954,1,71,0.9214810178413645,0.6120581857683954,-0.20530895883863576,0.1589396305526563,0.26997279535138763,0,1,0.9308859544571648,0.18751249262545938
0,1,1.6262,0,72,0.043264218410893784,0.4557162054457905,-0.1478162947344469,0.9147217828010838,0.8564135326082739,1,0,0.05668773789736213,0.9115347389147473
1,0,-1.3775,1,73,0.9682705558629966,0.5824818245116625,-0.17031420484188253,0.11790330412279236,0.17577192641203523,0,1,0.9699190799250768,0.12347457242539486
1,0,-1.4362,1,74,0.9711979020038584,0.5807261309320243,-0.18297282597161846,0.1135976695062433,0.14384006716209033,0,1,0.9713959397257605,0.11486491265242402
0,1,1.438,0,75,0.061044198122948146,0.4643456051162358,-0.09668472472147083,0.9036567037096612,0.8285776189301801,1,0,0.07261111601184844,0.8919012707487387
1,1,0.7721,1,76,0.2256530981275019,2.4994117283571273,3.0074165627136145,0.38649023061251175,0.49277729996197034,0,1,0.22650053238912832,0.4111312803127176
1,0,0.2792,1,77,0.4616556839155659,1.2216897130268025,-0.5865819529795855,0.3060594915856383,0.3023229087624761,0,1,0.45800458477916867,0.29578671708230625
1,0,-0.17320000000000002,1,78,0.7074368345669648,0.7972443226613084,-0.3387352969501797,0.24131433475572633,0.30154393468830065,0,1,0.6963476652120263,0.25160737637174074
0,0,-0.1016,0,79,0.6593392673390216,1.2798657379566614,2.2915697365962853,0.7562443767114464,0.6317801947937055,1,0,0.6512451047556066,0.7328599088617824
1,0,-0.5329,1,80,0.8423472383613574,0.6695576055988093,-0.2791958488033951,0.1970194881044031,0.2082844249446751,0,1,0.8311998419540196,0.1829678988893697
1,0,-0.16940000000000002,1,81,0.7045546980110188,0.8005056265924997,-0.34688683590145064,0.2418170329134976,0.3106429202013915,0,1,0.6946501649641101,0.2543437194835436
1,1,-1.0446,1,82,0.9423341410549131,0.5985138131243126,0.8791918193452606,0.14511456226664526,0.2591926275848371,0,1,0.9532202389026487,0.15644604241852886
1,0,-0.9977,1,83,0.936248599407571,0.6024041054447308,-0.16982213498311882,0.14934786653370444,0.20865355758476933,0,1,0.9481239181533054,0.1616110168300506
1,1,-0.8946000000000001,1,84,0.9213632008633398,0.612136451153593,0.8492475235519246,0.15901659667214912,0.28197925761906717,0,1,0.9307528669496925,0.18980041809929912
1,0,0.41630000000000006,1,85,0.38849093971228466,1.4517713087921609,-0.7837342818055637,0.3275091939753967,0.3180148862303559,0,1,0.383365774047344,0.31044190932373494
1,0,-0.8365,1,86,0.9121533726524882,0.6183170691568253,-0.25666549573234665,0.16468842511815887,0.19460001387802908,0,1,0.9200454530229416,0.1631640975322684
1,1,0.5959,1,87,0.296751432700619,1.9005805460390066,2.4541082107024756,0.3567338812293303,0.4258669538513985,0,1,0.297593215295722,0.3521428600429264
1,0,-1.2238999999999998,1,88,0.9585636355991397,0.5883803422685422,-0.17425663613075004,0.1298545433313084,0.15049252981962402,0,1,0.9650218933143015,0.1254170873089923
1,0,-0.2294,1,89,0.731307534525906,0.7712213718208597,-0.31229321123083065,0.23396391431312163,0.28740542750032366,0,1,0.7207580381602252,0.23780369089302186
1,0,-1.7971,1,90,0.975,0.5784615384615385,-0.18953382047444012,0.09008374467560064,0.1422293036909505,0,1,0.977229192951153,0.10370613285213862
1,0,-0.15320000000000003,1,91,0.6982179381861721,0.8077707104821126,-0.3520039177612344,0.24396818045132154,0.2867952825918606,0,1,0.6873490577876604,0.25272804910934177
1,1,0.1261,1,92,0.5487625429437876,1.027766940823753,1.315624082969034,0.28307194630728916,0.33649650963659156,0,1,0.5407068205729593,0.2844917795475264
0,1,0.1238,0,93,0.5483963019747075,0.9654482501061836,-0.4439132516074705,0.7849637896074632,0.7569288578127835,1,0,0.54191730515795,0.7986871690626959
1,0,-2.1972,1,94,0.975,0.5784615384615385,-0.13840856954591585,0.06930703177674978,0.12745079992178585,0,1,0.9799735834316876,0.0920939449890745
1,0,-0.1235,1,95,0.6775975610406147,0.8323524646898695,-0.3722832755257688,0.24794580627159118,0.2676081923477068,0,1,0.6670220003362455,0.24876190652618044
1,0,-1.1366,1,96,0.9514281647529199,0.5927930461743975,-0.1795061419167343,0.13710395749251378,0.16622516900424752,0,1,0.9611955625640307,0.14306385983253886
1,0,-1.2993,1,97,0.9637343052798505,0.5852235381786319,-0.11411565475999164,0.1238620608534659,0.14807175896810953,0,1,0.9676305203186256,0.12198707459574434
1,0,-0.9762,1,98,0.9307415221291078,0.6059684526696819,-0.1904454112766204,0.15132276641694087,0.2760081146122314,0,1,0.9400693646287539,0.17946846663404367
0,1,0.8701000000000001,0,99,0.18061749335878208,0.5321080160561823,-0.1444028839031306,0.861992045152135,0.7203751884635536,1,0,0.18584436956037165,0.8326113537547271
1,1,-0.8853,1,100,0.9199797874543566,0.6130569472190518,0.8727302119500319,0.15991357540745021,0.3190219850631779,0,1,0.9291787115251411,0.19217634994967547
0,1,0.2308,0,101,0.4804624611997669,0.8392078867041136,-0.32161774316971803,0.7976996583331584,0.7590070457497842,1,0,0.47830316294398234,0.8094499715657153
0,0,0.8725,0,102,0.17968031467865309,0.5315001063630506,1.0977273903365175,0.8621968745336435,0.722275522285769,1,0,0.18509785180659055,0.8332084806995143
0,1,0.7822999999999999,0,103,0.209357998345288,0.5514505921611907,-0.11028937940833217,0.8543187504221952,0.8023292143382714,1,0,0.21338456673434486,0.8464590506516076
0,0,-0.1869,0,104,0.7108576381185031,1.5079077211753973,2.650247861990935,0.7447138122390417,0.6942055387267764,1,0,0.7024191318783816,0.7487430606338533
0,1,1.1402,0,105,0.10724488381114294,0.48837580663919355,-0.10498793777249371,0.8834593920915669,0.8025330195255245,1,0,0.11279324477893457,0.8689917970284682
0,1,0.4641,0,106,0.35883981105632135,0.6800172679440949,-0.24333023764063122,0.8234710071755359,0.7901321565152769,1,0,0.3598467140314333,0.8289201055748188
1,1,0.0621,1,107,0.5817067287627339,0.9695607289941524,1.2534123684252336,0.273780872609821,0.3544877341393898,0,1,0.5727130563014062,0.2857183312374188
1,0,-0.1167,1,108,0.6813641109977656,0.8277512579494365,-0.30339783996749503,0.24886265562636106,0.2670933683103899,0,1,0.6709644659025578,0.24806380738915035
1,0,1.4702,1,109,0.061464750852908256,9.17599098953012,-6.092687424949222,0.5107868235499855,0.4207953125334567,0,1,0.06951209675339409,0.4275544389083233
1,0,-1.1606,1,110,0.9535241961685706,0.5914899719023933,-0.17756167578030524,0.13507722269555436,0.17163172221000533,0,1,0.9624794725841048,0.14271973847675717
0,1,0.2952,0,111,0.4434375410191793,0.7833801812619646,-0.32373900887034135,0.8050862218293329,0.784108034836088,1,0,0.44174082266537396,0.8188992504185147
0,0,-0.0098,0,112,0.6149963686246783,1.1324568509717885,2.1293639875930848,0.7682494443574402,0.7083257742071256,1,0,0.6093794905689358,0.7822494836261367
1,0,-0.8590000000000001,1,113,0.912899867586423,0.6178114599700134,-0.1975490956880026,0.1624726537858906,0.19877199725554623,0,1,0.9244461878248861,0.1618504904461582
1,1,-0.9553,1,114,0.9297886379680429,0.6065894731006434,0.864722018674241,0.15326335050001338,0.33976558854911765,0,1,0.939886298871459,0.20287008091770595
1,1,-0.5904999999999999,1,115,0.8615986496447934,0.6545971262054754,0.9191045755640522,0.19053292557663062,0.2744390840304388,0,1,0.851601269625747,0.1828423894579323
1,0,-1.0537,1,116,0.9433136859685105,0.5978923113162882,-0.1717977636526491,0.14430496793268208,0.18395687539252575,0,1,0.9541203272884977,0.14818949268603776
1,0,-0.5386000000000001,1,117,0.8444349572953824,0.6679022405780312,-0.26100950356007613,0.19637014901887606,0.20017309607193973,0,1,0.8328173112540114,0.1817565986486238
1,0,-1.0296999999999998,1,118,0.9406897873940022,0.5995600330290095,-0.21468985993424872,0.14644841418540666,0.18995949589932146,0,1,0.9516866100224493,0.1507630198839233
1,0,0.7666000000000001,1,119,0.22612909105751683,2.4941505640092294,-1.6988013024963784,0.38554702834253113,0.4686147828801791,0,1,0.22846909452168596,0.4030535848933221
1,0,-0.886,1,120,0.9200848036968645,0.6129869743896108,-0.2060033941976026,0.1598459167336428,0.26706807981428515,0,1,0.929298946558331,0.1848826926993914
1,1,-0.2077,1,121,0.7222719148440562,0.7808693490757864,1.090698750811362,0.23678333861552184,0.3453586711035909,0,1,0.7114894685421722,0.2540551352714141
1,0,-0.2532,1,122,0.7426107058290548,0.7594827216641689,-0.282631867138305,0.23089880852414035,0.272200152971459,0,1,0.7306900566104344,0.22436443440063306
1,0,0.121,1,123,0.5511153583153551,1.023379209978888,-0.49341627650142317,0.28232454315584926,0.2878442162879998,0,1,0.5433902155814974,0.27695627340455836
1,0,-0.3715,1,124,0.7844746250858268,0.7189525090608183,-0.27831058462350955,0.21608692242509758,0.27018389011305166,0,1,0.77623812740035,0.2130277825551675
1,0,-0.6144,1,125,0.867656126248245,0.6500271051375416,-0.22595692346657392,0.18789033669024463,0.1895843159261921,0,1,0.8577021753309639,0.17468561012469824
1,1,-0.081,1,126,0.6553976348156401,0.8605462852465896,1.1769368256397443,0.25371353858229273,0.33569931291297317,0,1,0.6441224435579853,0.2734861872251966
1,1,0.7363999999999999,1,127,0.2363782762244012,2.3860060620146726,2.9814193093797643,0.38038356887566294,0.4825599405684557,0,1,0.2395273534135185,0.40047402449897396
0,1,0.534,0,128,0.3182958572167014,0.6395736399956081,-0.2228890470726681,0.8306659421494145,0.7701614390306293,1,0,0.3201357150360644,0.8275024578161903
0,1,0.3966,0,129,0.3916006833903096,0.7166345985225842,-0.26097475697029937,0.8162942699965761,0.7399588708580128,1,0,0.3930277621304241,0.8209718161421855
1,0,0.28350000000000003,1,130,0.46037628432820904,1.2250848256073852,-0.6246166728811813,0.3067201609026806,0.3024838528957988,0,1,0.4557455806665732,0.2957568983374801
1,0,-1.3582,1,131,0.9672222515761882,0.5831131356633947,-0.20516430730007662,0.1193500643093172,0.14705620798935884,0,1,0.969390205516116,0.11940447121462727
1,1,1.5376999999999998,1,132,0.055461729296983474,10.16917444062956,10.761064312610277,0.5229863227093774,0.4457886706121087,0,1,0.06354118319217164,0.4528137883041546
0,1,0.7946,0,133,0.20614419376951054,0.5492181282521363,-0.1206430800274021,0.8554149658445538,0.8027437996530896,1,0,0.20909081861457923,0.8470865089460711
1,1,-0.17270000000000002,1,134,0.7072088593774485,0.7975013215989483,1.0903821012994142,0.24138043813687213,0.32516263806370777,0,1,0.6961246411730497,0.25464346342986643
0,1,-0.4585,0,135,0.8150104452115154,2.3568898281771564,-1.3879475074273928,0.7056634707107515,0.7138769624875605,1,0,0.8056704770308105,0.7487107194245393
0,1,-0.4432,0,136,0.8086307506367614,2.27831797141257,-1.288616406500669,0.7079547349671698,0.6808182900312874,1,0,0.8007465155327952,0.7414529254930234
1,0,-0.6479,1,137,0.8757381803197246,0.6440281041464794,-0.24095750184497833,0.18423437311006427,0.18631391937132918,0,1,0.8679044999885677,0.1722663374867331
1,0,-0.8661000000000001,1,138,0.9168433178088096,0.6151541807033288,-0.26098493091372865,0.16177852317825045,0.20146194419382596,0,1,0.9257660351741632,0.16145317984614166
1,0,-0.269,1,139,0.7487464820924745,0.7532589648018442,-0.2701105307041729,0.22887971607457674,0.24435552875581112,0,1,0.7371461609644163,0.21337826417244482
1,0,-0.0334,1,140,0.6315619600430821,0.8930240193084564,-0.4242473471377656,0.26027862410891933,0.3157681776242416,0,1,0.6211379052900483,0.27580486982801805
0,1,0.8173,0,141,0.19692705480096506,0.5429145666113071,-0.1067029033621022,0.8574197899859946,0.8009755083831266,1,0,0.20135016807451644,0.8469386005404622
1,1,0.0243,1,142,0.6033345759707458,0.9348047044917692,1.1970453040186,0.26838421197347295,0.37668573132124017,0,1,0.5921339954382976,0.283554753807474
1,0,0.5048,1,143,0.3416771338544384,1.650681137591946,-0.9272663727952561,0.34175893221001574,0.32155865521739596,0,1,0.3425985675687565,0.32285405387890487
1,1,-2.0582,1,144,0.975,0.5784615384615385,0.8646957530714153,0.07595367819785137,0.19525337651046829,0,1,0.9792877843930954,0.11443016474642477
1,0,-1.5292,1,145,0.975,0.5784615384615385,-0.14665469207743353,0.10706154511343528,0.14131489648144116,0,1,0.9733753886993348,0.11112372695090603
0,1,0.43120000000000003,0,146,0.3752788758681682,0.697911409040161,-0.255186499087379,0.8200012393688308,0.7887466988278977,1,0,0.37596215928783,0.8270524036180971
0,1,0.9855,0,147,0.15830716776507137,0.5180036983828159,-0.12768238245294095,0.8715504569133836,0.7830410412490726,1,0,0.16674179944610412,0.8564136604451156
1,0,0.6760999999999999,1,148,0.2633103496326257,2.141959101823763,-1.3954711188488975,0.37015585260798883,0.3606874666243104,0,1,0.2642422535535601,0.355791003445341
1,0,-0.9592,1,149,0.9302956049546537,0.6062589106045401,-0.2498096325604242,0.15289967107893296,0.3141943409390698,0,1,0.9404111327540368,0.19547947381904895
1,0,-1.0128,1,150,0.9387623526007505,0.6007910292072242,-0.1691638571090961,0.1479737533188058,0.20332816834545334,0,1,0.9498525819344212,0.1608244937465086
0,1,0.6927,0,151,0.25104710862718316,0.582146093595847,-0.14532373444444935,0.8461210353449475,0.7987544761652443,1,0,0.2562709315552532,0.8394054359252435
0,1,-0.1223,0,152,0.6762147087440811,1.3465713600170521,-0.7573681529401883,0.7534792779303754,0.6953688630370144,1,0,0.66646356518432,0.7483072266144127
1,0,-0.7878,1,153,0.9038422406093971,0.6240027016437454,-0.2200739258899438,0.16956838602958657,0.18281987093991642,0,1,0.9092810703087111,0.1653155565907226
0,1,0.349,0,154,0.41668940385991626,0.7474577058690931,-0.29687421080195553,0.8110970174348223,0.7865358249308276,1,0,0.41696287914744834,0.8220961157122278
1,1,0.4792,1,155,0.35765923288983364,1.576920006909827,1.9918103195404944,0.3376058705826749,0.3980968418591328,0,1,0.35476824991263034,0.32794007351785853
0,1,1.263,0,156,0.08480902477037411,0.47640329920277624,-0.11324641191874085,0.8922076078382752,0.8257880041554237,1,0,0.09271978408521805,0.8804778375490161
0,1,0.503,0,157,0.3427125943454947,0.6633323508851436,-0.2529659547295846,0.827504649205286,0.7760117199889877,1,0,0.34344677076213825,0.8269654797624404
0,1,2.3581999999999996,0,158,0.025000000000000022,0.44717948717948725,-0.12969388224786338,0.947382696163676,0.8689249682360386,1,0,0.02681677505495326,0.927303155621201
0,1,1.1616,0,159,0.10289073089975942,0.4860054566566769,-0.11261811180160575,0.8850278519075334,0.813178061969393,1,0,0.10858544394854688,0.875596413111438
0,1,1.7731,0,160,0.03370011875713652,0.45120568517426807,-0.11056007018571812,0.9225265768738686,0.8603806023260259,1,0,0.047381122429535766,0.9159272975980287
0,1,1.3455,0,161,0.07250885610101399,0.4700853510763929,-0.09864540999614213,0.8977499876149734,0.8328891083175832,1,0,0.08250918294566933,0.8866890029495053
0,0,-0.4405,0,162,0.808633699861766,2.2783530835108077,3.9818462438046076,0.7083579765991863,0.6574631023868117,1,0,0.7998664711227421,0.7369796731049576
0,1,-0.13720000000000002,0,163,0.6835401833721193,1.3777420610487316,-0.7305046551847372,0.7514757915383734,0.7110147163586936,1,0,0.6741511917610203,0.7545490873941593
0,0,0.8562000000000001,0,164,0.1839659221398725,0.5342914123676251,1.0757421309168957,0.860800629400786,0.6952588359345332,1,0,0.18863681022801956,0.8265684533200781
1,0,0.5704,1,165,0.3096390914176351,1.8214754390920487,-1.0521610602291338,0.3525121772241795,0.40613389155114904,0,1,0.30883157613944007,0.3431001861655605
0,1,1.9554,0,166,0.025329605395589483,0.44733071037513084,-0.13281942497433108,0.9312787907479484,0.8624258739138093,1,0,0.038671686753600054,0.9199200905125569
1,0,-1.828,1,167,0.975,0.5784615384615385,-0.07639101123460723,0.08829266967560759,0.1353063251912336,0,1,0.9775414164460278,0.10268094670548365
0,0,0.1683,0,168,0.5227643083290345,0.9135947030143845,1.6582736494843089,0.7903308114979186,0.71703178227384,1,0,0.517750745855126,0.8019863999974691
1,0,-0.4577,1,169,0.8162074009946613,0.6910008403656818,-0.2657341343956521,0.20573963369031334,0.2383007474070778,0,1,0.8054156618994277,0.1926540866185591
0,1,0.27590000000000003,0,170,0.4624817001065398,0.8111351745353008,-0.31685607487359857,0.8028944804879234,0.7835797865138536,1,0,0.45973960601884845,0.8177090998977458
